Site Number,Pb_Content,Longitude,Latitude,
2499,937,-75.242522,39.980722,
2500,937,-75.242522,39.980722,
2501,937,-75.242522,39.980722,
2502,937,-75.242522,39.980722,
2503,937,-75.242522,39.980722,
2504,937,-75.242522,39.980722,
2505,937,-75.242522,39.980722,
2506,937,-75.242522,39.980722,
2507,937,-75.242522,39.980722,
2508,937,-75.224877,39.943765,
2509,938,-75.211383,39.944239,
2510,963,-75.225583,39.943130,
2511,964,-75.227875,39.943369,
2512,969,-75.209492,39.975060,
2513,990,-75.250768,39.975184,
2514,990,-75.250768,39.975184,
2515,990,-75.250768,39.975184,
2516,990,-75.250768,39.975184,
2517,990,-75.250768,39.975184,
2518,990,-75.250768,39.975184,
2519,990,-75.250768,39.975184,
2520,990,-75.250768,39.975184,
2521,990,-75.250768,39.975184,
2522,990,-75.250768,39.975184,
2523,1005,-75.217743,39.935624,
2524,1020,-75.228946,39.943319,
2525,1036,-75.232651,39.944722,
2526,1044,-75.249056,39.975220,
2527,1059,-75.227772,39.943198,
2528,1063,-75.220729,39.940497,
2529,1106,-75.215234,39.940364,
2530,1109,-75.220683,39.943377,
2531,1142,-75.227680,39.945051,
2532,1149,-75.231590,39.975155,
2533,1180,-75.228774,39.950456,
2534,1314,-75.188342,39.962515,
2535,1369,-75.197318,39.962140,
2536,1414,-75.220729,39.940497,
2537,1480,-75.230751,39.943489,
2538,1578,-75.230801,39.947103,
2539,1614,-75.239533,39.971353,
2540,1628,-75.194444,39.962420,
2541,1700,-75.222233,39.948900,
2542,1803,-75.245062,39.953744,
2543,1806,-75.227054,39.936418,
2544,1837,-75.128923,40.043576,
2545,2109,-75.221230,39.943586,
2546,2138,-75.215234,39.940364,
2547,2153,-75.126811,39.973061,
2548,2158,-75.225219,39.945046,
2549,2362,-75.227612,39.943354,
2550,2412,-75.225743,39.943916,
2551,2667,-75.231922,39.943947,
2552,2849,-75.246204,39.960252,
2553,4024,-75.239000,39.981100,
2554,4140,-75.132953,39.969351,
2555,4169,-75.231783,39.942599,
2556,4806,-75.233765,39.953577,
2557,4882,-75.223692,39.942177,
2558,32,-75.153180,39.944831,
2559,35,-75.153022,39.944817,
2560,71,-75.152899,39.944748,
2561,46,-75.267257,39.975861,
2562,100,-75.266181,39.976124,
2563,33,-75.267257,39.975861,
2564,4450,-75.250384,39.975663,
2565,557,-75.195044,39.967098,
2566,40,-75.207358,40.023002,
2567,120,-75.207288,40.022360,
2568,69,-75.206804,40.023068,
2569,56,-75.170096,40.073049,
2570,98,-75.170084,40.074072,
2571,244,-75.197252,40.045889,
2572,93,-75.197480,40.045977,
2573,59,-75.238709,39.964184,
2574,134,-75.238667,39.964223,
2575,1208,-75.244181,39.958828,
2576,1498,-75.250667,39.938577,
2577,120,-75.165880,39.982347,
2578,260,-75.166211,39.982470,
2579,182,-75.171479,39.984437,
2580,231,-75.165930,39.982405,
2581,278,-75.165833,39.982493,
2582,187,-75.165726,39.982366,
2583,217,-75.204613,39.946337,
2584,167,-75.204673,39.946412,
2585,110,-75.204793,39.946256,
2586,169,-75.204530,39.946320,
2587,150,-75.204936,39.946412,
2588,1878,-75.119344,39.976825,
2589,1332,-75.119378,39.977119,
2590,728,-75.119220,39.977297,
2591,971,-75.119280,39.977358,
2592,1578,-75.118961,39.977819,
2593,112,-75.118942,39.977859,
2594,481,-75.118487,39.978585,
2595,670,-75.118474,39.978596,
2596,499,-75.118339,39.978345,
2597,1669,-75.118294,39.978374,
2598,2433,-75.117715,39.977800,
2599,1169,-75.118483,39.976686,
2600,1462,-75.119683,39.976399,
2601,711,-75.120196,39.978282,
2602,1031,-75.120327,39.978166,
2603,1011,-75.118762,39.978889,
2604,172,-75.119762,39.976856,
2605,1341,-75.119495,39.977199,
2606,117,-75.118815,39.979351,
2607,336,-75.118792,39.979189,
2608,114,-75.127671,39.971978,
2609,98,-75.127531,39.972029,
2610,77,-75.127990,39.971880,
2611,143,-75.129260,39.974111,
2612,150,-75.118150,39.977158,
2613,79,-75.117900,39.977218,
2614,32,-75.153000,39.945000,
2615,35,-75.153000,39.945000,
2616,70,-75.153000,39.945000,
2617,46,-75.268040,39.975750,
2618,33,-75.267340,39.975730,
2619,100,-75.266180,39.976190,
2620,4450,-75.250470,39.975450,
2621,557,-75.195010,39.967050,
2622,588,-75.251004,39.975554,
2623,678,-75.251017,39.975424,
2624,375,-75.251024,39.975705,
2625,267,-75.250797,39.975605,
2626,1260,-75.250433,39.975254,
2627,40,-75.207358,40.023002,
2628,120,-75.207288,40.022360,
2629,69,-75.206804,40.023068,
2630,56,-75.170096,40.073049,
2631,98,-75.170084,40.074072,
2632,244,-75.197252,40.045884,
2633,93,-75.197481,40.045658,
2634,240,-75.248862,39.907578,
2635,150,-75.249403,39.907342,
2636,30,-75.248396,39.907229,
2637,370,-75.248057,39.908017,
2638,105,-75.248485,39.907644,
2639,287,-75.177643,40.002720,
2640,325,-75.177550,40.002738,
2641,25,-75.177569,40.002292,
2642,110,-75.232871,39.939796,
2643,120,-75.232922,39.939674,
2644,448,-75.156183,39.964905,
2645,1084,-75.156659,39.965329,
2646,416,-75.156536,39.964951,
2647,246,-75.183894,39.985327,
2648,635,-75.155787,39.916660,
2649,354,-75.155755,39.916686,
2650,269,-75.155973,39.916765,
2651,568,-75.152465,40.030692,
2652,184,-75.151991,40.031255,
2653,532,-75.151998,40.031222,
2654,331,-75.129130,40.029444,
2655,240,-75.129130,40.029496,
2656,151,-75.129605,40.029892,
2657,110,-75.051113,40.039791,
2658,109,-75.051200,40.039572,
2659,131,-75.052086,40.039023,
2660,179,-75.085012,40.011684,
2661,102,-75.085980,40.012140,
2662,51,-75.028822,40.088559,
2663,222,-75.138879,40.006766,
2664,261,-75.138285,40.007454,
